"Measurements MOVA- project : Ahmed Car Model, slant - angle = 25 degree",,,,,,,,,,,,,,,,,
-1442.000,0.000,128.000,37.271,0.713,0.901,0.291,0.232,0.230,0.009,-0.005,-0.011,-0.008,0.005,-0.024,0.004,-0.005,-0.002
-1442.000,0.000,148.000,37.329,0.630,0.996,0.291,0.234,0.213,0.006,-0.003,-0.015,-0.008,0.006,-0.024,0.004,-0.005,-0.003
-1442.000,0.000,168.000,37.449,0.639,0.966,0.300,0.231,0.284,0.009,-0.009,-0.013,-0.008,0.005,-0.024,0.004,-0.006,-0.003
-1442.000,0.000,188.000,37.527,0.498,0.820,0.300,0.233,0.250,0.008,-0.006,-0.016,-0.007,0.007,-0.024,0.004,-0.005,-0.003
-1442.000,0.000,208.000,37.639,0.484,0.965,0.292,0.230,0.219,0.009,-0.003,-0.017,-0.007,0.006,-0.025,0.004,-0.007,-0.003
-1442.000,0.000,228.000,37.712,0.506,0.945,0.288,0.230,0.219,0.010,-0.005,-0.013,-0.007,0.008,-0.025,0.005,-0.007,-0.002
-1442.000,0.000,248.000,37.819,0.483,0.946,0.284,0.230,0.206,0.009,-0.004,-0.014,-0.006,0.004,-0.025,0.004,-0.006,-0.002
-1442.000,0.000,268.000,37.922,0.460,0.973,0.280,0.230,0.210,0.010,-0.003,-0.015,-0.007,0.004,-0.023,0.004,-0.007,-0.001
-1442.000,0.000,288.000,37.985,0.591,1.109,0.275,0.229,0.220,0.009,-0.003,-0.015,-0.007,0.006,-0.024,0.004,-0.007,-0.002
-1442.000,0.000,308.000,38.061,0.529,1.211,0.278,0.233,0.219,0.006,-0.004,-0.018,-0.007,0.006,-0.025,0.003,-0.006,-0.002
-1442.000,0.000,328.000,38.154,0.417,1.304,0.275,0.232,0.242,0.008,-0.004,-0.015,-0.007,0.007,-0.024,0.003,-0.006,-0.002
-1442.000,0.000,348.000,38.277,0.303,1.338,0.276,0.235,0.226,0.008,-0.006,-0.016,-0.007,0.007,-0.026,0.003,-0.006,-0.002
-1442.000,0.000,368.000,38.446,0.422,1.357,0.273,0.234,0.233,0.011,-0.004,-0.013,-0.007,0.006,-0.025,0.004,-0.007,-0.002
-1442.000,0.000,388.000,38.562,0.398,1.279,0.273,0.232,0.230,0.008,-0.003,-0.011,-0.007,0.008,-0.024,0.004,-0.006,-0.002
-1442.000,0.000,408.000,38.679,0.386,1.359,0.276,0.235,0.225,0.007,-0.003,-0.007,-0.008,0.007,-0.026,0.003,-0.005,-0.002
-1442.000,0.000,428.000,38.770,0.458,1.410,0.283,0.236,0.227,0.008,-0.003,-0.010,-0.009,0.007,-0.027,0.004,-0.006,-0.002
-1442.000,0.000,458.000,38.949,0.615,1.410,0.292,0.238,0.230,0.015,-0.004,-0.010,-0.010,0.008,-0.034,0.004,-0.010,-0.003
-1442.000,0.000,488.000,39.138,0.485,1.425,0.300,0.236,0.233,0.011,-0.004,-0.013,-0.008,0.007,-0.028,0.004,-0.008,-0.002
-1442.000,0.000,518.000,39.288,0.427,1.375,0.297,0.239,0.231,0.011,-0.004,-0.014,-0.008,0.009,-0.028,0.004,-0.007,-0.003
-1442.000,0.000,558.000,39.497,0.345,1.284,0.300,0.237,0.223,0.010,-0.005,-0.018,-0.008,0.008,-0.031,0.004,-0.006,-0.002
-1442.000,0.000,598.000,39.728,0.254,1.151,0.292,0.235,0.218,0.011,-0.004,-0.015,-0.008,0.006,-0.030,0.003,-0.008,-0.002
-1442.000,0.000,638.000,39.878,0.345,1.141,0.293,0.237,0.215,0.012,-0.005,-0.021,-0.007,0.007,-0.029,0.004,-0.007,-0.002
-1442.000,0.000,688.000,40.034,0.377,1.101,0.278,0.238,0.217,0.010,-0.004,-0.015,-0.008,0.007,-0.028,0.004,-0.009,-0.002
-1442.000,0.000,738.000,40.173,0.428,0.992,0.279,0.238,0.213,0.012,-0.005,-0.021,-0.009,0.008,-0.029,0.006,-0.007,-0.004
-1262.000,0.000,28.000,30.078,1.229,0.396,1.992,0.999,1.226,0.023,-0.863,-5.120,-0.133,0.971,0.040,1.370,-0.894,-1.150
-1262.000,0.000,48.000,33.010,1.100,0.703,0.416,0.254,0.386,0.007,-0.013,-0.010,-0.003,0.027,-0.008,0.010,-0.005,-0.004
-1262.000,0.000,68.000,33.054,1.001,0.786,0.338,0.210,0.291,0.006,-0.008,-0.009,-0.004,0.013,-0.009,0.006,-0.003,-0.002
-1262.000,0.000,88.000,33.080,0.852,0.846,0.290,0.207,0.229,0.007,0.000,-0.010,-0.005,0.008,-0.010,0.004,-0.004,-0.001
-1262.000,0.000,108.000,33.044,0.795,0.926,0.285,0.211,0.215,0.006,0.002,-0.004,-0.005,0.007,-0.007,0.003,-0.003,0.000
-1262.000,0.000,128.000,32.996,0.702,1.162,0.283,0.209,0.216,0.004,0.001,-0.011,-0.004,0.011,-0.009,0.004,-0.004,-0.002
-1262.000,0.000,148.000,32.955,0.619,1.490,0.277,0.212,0.232,0.007,0.002,-0.007,-0.005,0.009,-0.008,0.003,-0.003,-0.001
-1262.000,0.000,168.000,33.018,0.614,1.726,0.291,0.209,0.236,0.005,0.001,-0.010,-0.005,0.008,-0.008,0.004,-0.004,-0.001
-1262.000,0.000,188.000,33.171,0.525,1.996,0.291,0.210,0.239,0.004,0.000,-0.009,-0.004,0.009,-0.007,0.003,-0.003,-0.001
-1262.000,0.000,208.000,33.343,0.483,2.387,0.291,0.212,0.238,0.005,0.002,-0.010,-0.005,0.007,-0.007,0.004,-0.003,0.000
-1262.000,0.000,228.000,33.611,0.472,2.761,0.301,0.210,0.234,0.005,0.002,-0.014,-0.005,0.007,-0.009,0.005,-0.004,-0.001
-1262.000,0.000,248.000,33.949,0.502,3.012,0.294,0.213,0.229,0.005,-0.001,-0.013,-0.005,0.006,-0.007,0.004,-0.003,-0.001
-1262.000,0.000,268.000,34.321,0.459,3.187,0.282,0.210,0.229,0.006,0.001,-0.016,-0.004,0.009,-0.008,0.004,-0.003,-0.002
-1262.000,0.000,288.000,34.720,0.530,3.373,0.282,0.223,0.246,0.008,0.000,-0.002,-0.008,0.008,-0.010,0.002,-0.004,-0.001
-1262.000,0.000,308.000,35.173,0.558,3.504,0.301,0.218,0.247,0.005,0.001,-0.009,-0.004,0.010,-0.008,0.006,-0.003,-0.001
-1262.000,0.000,328.000,35.642,0.447,3.571,0.314,0.219,0.244,0.006,0.001,-0.013,-0.006,0.010,-0.012,0.005,-0.004,-0.001
-1262.000,0.000,348.000,36.109,0.360,3.669,0.293,0.226,0.248,0.005,0.002,-0.012,-0.004,0.008,-0.013,0.004,-0.006,-0.001
-1262.000,0.000,368.000,36.539,0.331,3.707,0.293,0.227,0.251,0.006,0.001,-0.009,-0.006,0.009,-0.010,0.006,-0.004,0.000
-1262.000,0.000,388.000,36.980,0.473,3.614,0.311,0.232,0.258,0.009,0.002,-0.009,-0.007,0.011,-0.014,0.006,-0.006,-0.001
-1262.000,0.000,408.000,37.395,0.395,3.461,0.324,0.231,0.253,0.007,0.001,-0.009,-0.006,0.011,-0.012,0.007,-0.005,-0.002
-1262.000,0.000,428.000,37.770,0.418,3.341,0.316,0.235,0.246,0.007,0.002,-0.015,-0.008,0.010,-0.014,0.004,-0.006,-0.001
-1262.000,0.000,458.000,38.236,0.530,3.121,0.301,0.235,0.245,0.007,0.000,-0.019,-0.007,0.010,-0.009,0.006,-0.004,-0.001
-1262.000,0.000,488.000,38.619,0.564,2.945,0.306,0.235,0.250,0.005,0.001,-0.010,-0.007,0.010,-0.011,0.005,-0.004,-0.002
-1262.000,0.000,518.000,38.965,0.404,2.762,0.332,0.237,0.258,0.007,-0.001,-0.015,-0.006,0.009,-0.012,0.007,-0.004,-0.002
-1262.000,0.000,558.000,39.346,0.302,2.422,0.328,0.244,0.265,0.006,0.002,-0.014,-0.005,0.012,-0.010,0.005,-0.004,-0.001
-1262.000,0.000,598.000,39.641,0.260,2.098,0.334,0.243,0.267,0.007,0.001,-0.018,-0.008,0.011,-0.010,0.006,-0.005,-0.001
-1262.000,0.000,638.000,39.886,0.306,1.791,0.325,0.240,0.265,0.006,0.001,-0.020,-0.007,0.011,-0.012,0.006,-0.005,-0.001
-1262.000,0.000,688.000,40.048,0.418,1.496,0.317,0.242,0.263,0.008,-0.001,-0.020,-0.007,0.017,-0.014,0.008,-0.005,-0.004
-1262.000,0.000,738.000,40.155,0.422,1.293,0.314,0.244,0.248,0.007,0.000,-0.018,-0.009,0.013,-0.010,0.005,-0.003,-0.001
-1162.000,0.000,28.000,26.995,1.226,-0.864,2.082,1.033,1.309,-0.005,-0.853,-5.420,0.043,1.140,0.048,1.480,-1.020,-1.290
-1162.000,0.000,48.000,29.825,1.085,-1.068,0.449,0.242,0.406,0.006,-0.015,-0.045,-0.003,0.027,-0.006,0.017,-0.003,-0.015
-1162.000,0.000,68.000,29.182,0.983,-1.157,0.327,0.198,0.285,0.005,-0.008,-0.014,-0.002,0.009,-0.007,0.005,-0.004,-0.002
-1162.000,0.000,88.000,28.488,0.824,-1.094,0.256,0.199,0.218,0.004,-0.003,-0.007,-0.003,0.006,-0.005,0.004,-0.003,-0.002
-1162.000,0.000,108.000,27.703,0.765,-0.834,0.262,0.195,0.196,0.003,-0.002,-0.006,-0.003,0.004,-0.004,0.003,-0.003,-0.001
-1162.000,0.000,128.000,26.988,0.684,-0.181,0.238,0.191,0.184,0.003,0.000,-0.001,-0.002,0.004,-0.003,0.002,-0.002,-0.001
-1162.000,0.000,148.000,26.456,0.602,0.725,0.239,0.186,0.186,0.002,0.001,-0.003,-0.002,0.003,-0.003,0.002,-0.002,0.000
-1162.000,0.000,168.000,26.163,0.575,1.673,0.247,0.189,0.205,0.003,0.001,-0.001,-0.002,0.004,-0.004,0.002,-0.002,0.000
-1162.000,0.000,188.000,26.190,0.556,2.778,0.247,0.186,0.210,0.003,0.000,-0.004,-0.002,0.004,-0.004,0.002,-0.002,0.000
-1162.000,0.000,208.000,26.523,0.474,3.890,0.244,0.181,0.204,0.003,0.002,-0.001,-0.002,0.004,-0.003,0.002,-0.002,0.000
-1162.000,0.000,228.000,27.083,0.440,5.062,0.249,0.187,0.187,0.004,0.002,0.002,-0.002,0.004,-0.005,0.002,-0.003,0.000
-1162.000,0.000,248.000,28.033,0.467,6.035,0.259,0.192,0.198,0.003,0.002,-0.004,-0.003,0.005,-0.004,0.003,-0.003,0.000
-1162.000,0.000,268.000,29.131,0.455,6.791,0.259,0.196,0.201,0.004,0.003,-0.002,-0.001,0.003,-0.004,0.002,-0.001,0.000
-1162.000,0.000,288.000,30.429,0.430,7.237,0.257,0.197,0.201,0.004,0.003,-0.006,-0.003,0.009,-0.005,0.002,-0.003,0.001
-1162.000,0.000,308.000,31.747,0.546,7.494,0.280,0.202,0.211,0.005,0.003,-0.010,-0.004,0.007,-0.005,0.003,-0.003,-0.001
-1162.000,0.000,328.000,33.036,0.537,7.560,0.286,0.212,0.225,0.006,0.004,0.000,-0.004,0.009,-0.008,0.002,-0.004,0.000
-1162.000,0.000,348.000,34.268,0.445,7.389,0.281,0.224,0.220,0.004,0.002,-0.013,-0.004,0.008,-0.007,0.003,-0.004,-0.001
-1162.000,0.000,368.000,35.354,0.350,7.139,0.302,0.223,0.219,0.005,0.002,-0.009,-0.004,0.009,-0.007,0.005,-0.003,0.000
-1162.000,0.000,388.000,36.312,0.394,6.785,0.287,0.226,0.229,0.007,0.002,-0.014,-0.006,0.007,-0.007,0.004,-0.003,-0.001
-1162.000,0.000,408.000,37.083,0.455,6.280,0.306,0.230,0.238,0.004,0.003,-0.005,-0.007,0.009,-0.009,0.004,-0.003,0.000
-1162.000,0.000,428.000,37.770,0.410,5.691,0.317,0.237,0.246,0.006,0.000,-0.019,-0.008,0.012,-0.011,0.006,-0.005,-0.002
-1162.000,0.000,458.000,38.484,0.506,5.021,0.303,0.244,0.238,0.006,0.000,-0.014,-0.008,0.012,-0.009,0.007,-0.005,-0.003
-1162.000,0.000,488.000,39.033,0.671,4.400,0.322,0.243,0.255,0.005,0.001,-0.014,-0.008,0.009,-0.008,0.006,-0.002,-0.002
-1162.000,0.000,518.000,39.447,0.472,3.870,0.324,0.242,0.268,0.004,0.000,-0.014,-0.007,0.012,-0.007,0.007,-0.004,-0.002
-1162.000,0.000,558.000,39.839,0.291,3.225,0.324,0.245,0.258,0.004,0.000,-0.020,-0.009,0.014,-0.007,0.007,-0.004,-0.001
-1162.000,0.000,598.000,40.086,0.278,2.680,0.309,0.251,0.260,0.005,0.000,-0.021,-0.010,0.011,-0.008,0.006,-0.004,-0.002
-1162.000,0.000,638.000,40.268,0.293,2.227,0.309,0.247,0.272,0.006,0.000,-0.024,-0.009,0.014,-0.011,0.006,-0.004,-0.002
-1162.000,0.000,688.000,40.380,0.434,1.790,0.310,0.248,0.275,0.006,0.000,-0.010,-0.010,0.016,-0.011,0.006,-0.005,-0.001
-1162.000,0.000,738.000,40.451,0.442,1.483,0.316,0.243,0.259,0.005,0.000,-0.007,-0.008,0.013,-0.010,0.007,-0.004,-0.002
-1062.000,0.000,28.000,30.307,1.178,-6.227,0.913,0.462,0.843,-0.001,-0.088,-0.993,-0.005,0.436,0.017,0.261,-0.015,-0.346
-1062.000,0.000,48.000,28.962,1.070,-9.119,0.332,0.211,0.305,0.003,-0.006,-0.004,-0.001,0.011,-0.003,0.005,-0.002,-0.002
-1062.000,0.000,68.000,25.812,0.857,-11.641,0.264,0.187,0.211,0.002,-0.007,-0.008,-0.002,0.003,-0.003,0.003,-0.001,-0.001
-1062.000,0.000,88.000,21.232,0.752,-13.120,0.221,0.172,0.173,0.003,-0.006,0.000,-0.001,0.002,-0.001,0.001,-0.001,-0.001
-1062.000,0.000,108.000,15.848,0.624,-12.697,0.196,0.159,0.161,0.000,-0.004,0.000,0.000,0.001,-0.001,0.001,0.000,-0.001
-1062.000,0.000,128.000,10.812,0.475,-9.942,0.184,0.149,0.146,-0.001,-0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.000
-1062.000,0.000,148.000,7.459,0.391,-5.538,0.178,0.150,0.140,-0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000
-1062.000,0.000,168.000,6.080,0.347,-0.991,0.170,0.145,0.143,0.001,-0.001,-0.001,0.000,0.000,0.000,0.000,0.000,0.000
-1062.000,0.000,188.000,5.845,0.319,3.185,0.175,0.142,0.159,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000
-1062.000,0.000,208.000,6.196,0.310,7.361,0.184,0.138,0.143,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-1062.000,0.000,228.000,7.428,0.294,11.975,0.196,0.142,0.155,0.000,-0.002,0.001,0.000,-0.001,0.000,0.000,-0.001,0.000
-1062.000,0.000,248.000,10.456,0.308,16.962,0.200,0.142,0.178,0.001,0.000,-0.001,0.000,-0.003,-0.001,-0.001,-0.001,0.000
-1062.000,0.000,268.000,15.718,0.372,20.922,0.222,0.154,0.204,0.003,0.001,-0.003,0.000,-0.002,-0.002,-0.001,-0.002,0.000
-1062.000,0.000,288.000,22.129,0.427,22.530,0.251,0.172,0.222,0.004,0.002,-0.002,-0.001,0.001,-0.004,0.000,-0.002,0.000
-1062.000,0.000,308.000,28.090,0.512,21.748,0.283,0.194,0.237,0.005,0.001,-0.008,-0.002,0.005,-0.005,0.001,-0.003,0.000
-1062.000,0.000,328.000,32.707,0.510,19.496,0.283,0.211,0.239,0.007,0.003,-0.008,-0.004,0.008,-0.006,0.002,-0.004,0.000
-1062.000,0.000,348.000,35.888,0.622,16.829,0.314,0.218,0.248,0.009,0.003,-0.023,-0.007,0.007,-0.008,0.002,-0.004,-0.001
-1062.000,0.000,368.000,37.891,0.580,14.229,0.314,0.232,0.258,0.007,0.004,-0.016,-0.008,0.013,-0.010,0.003,-0.004,0.000
-1062.000,0.000,388.000,39.071,0.459,12.030,0.328,0.247,0.263,0.007,0.003,-0.015,-0.014,0.014,-0.014,0.006,-0.003,0.000
-1062.000,0.000,408.000,39.840,0.437,10.242,0.321,0.251,0.262,0.008,0.002,-0.024,-0.014,0.012,-0.017,0.004,-0.003,-0.001
-1062.000,0.000,428.000,40.261,0.521,8.730,0.304,0.241,0.259,0.004,0.002,-0.010,-0.011,0.011,-0.014,0.004,-0.003,0.000
-1062.000,0.000,458.000,40.604,0.514,6.890,0.319,0.249,0.246,0.008,0.004,-0.011,-0.014,0.010,-0.017,0.005,-0.005,-0.002
-1062.000,0.000,488.000,40.767,0.651,5.538,0.327,0.240,0.252,0.010,-0.001,-0.013,-0.009,0.014,-0.015,0.006,-0.004,-0.002
-1062.000,0.000,518.000,40.820,0.530,4.673,0.328,0.241,0.257,0.006,0.001,-0.010,-0.009,0.012,-0.013,0.005,-0.004,-0.002
-1062.000,0.000,558.000,40.870,0.402,3.674,0.331,0.241,0.278,0.006,-0.001,-0.011,-0.009,0.016,-0.012,0.007,-0.004,-0.003
-1062.000,0.000,598.000,40.890,0.371,2.948,0.334,0.244,0.256,0.005,0.000,-0.010,-0.010,0.012,-0.015,0.006,-0.004,-0.003
-1062.000,0.000,638.000,40.907,0.318,2.401,0.332,0.241,0.271,0.007,-0.001,-0.008,-0.009,0.012,-0.014,0.005,-0.005,-0.003
-1062.000,0.000,688.000,40.871,0.465,1.903,0.328,0.242,0.274,0.009,-0.001,-0.010,-0.008,0.011,-0.014,0.006,-0.005,-0.002
-1062.000,0.000,738.000,40.853,0.479,1.541,0.325,0.243,0.264,0.008,-0.001,-0.010,-0.008,0.014,-0.012,0.005,-0.004,-0.002
-962.000,0.000,363.000,52.216,0.578,10.972,0.382,0.398,0.547,-0.009,-0.046,-0.127,-0.027,0.069,-0.064,-0.011,-0.008,0.019
-962.000,0.000,368.000,51.303,0.589,10.260,0.219,0.362,0.368,-0.007,-0.003,-0.025,-0.026,0.053,-0.063,0.001,-0.011,-0.011
-962.000,0.000,378.000,50.196,0.650,9.448,0.290,0.318,0.248,0.005,-0.004,-0.010,-0.022,0.010,-0.063,0.004,-0.017,-0.002
-962.000,0.000,388.000,48.833,0.700,8.886,0.326,0.295,0.253,-0.002,-0.005,-0.017,-0.017,0.007,-0.051,0.006,-0.010,-0.001
-962.000,0.000,398.000,47.728,0.634,8.246,0.291,0.291,0.275,-0.001,-0.004,-0.016,-0.016,0.008,-0.052,0.005,-0.013,-0.002
-962.000,0.000,408.000,46.790,0.551,7.626,0.309,0.287,0.267,0.001,-0.006,-0.010,-0.015,0.013,-0.048,0.006,-0.013,-0.003
-962.000,0.000,428.000,45.514,0.467,6.654,0.304,0.283,0.262,0.003,-0.009,-0.014,-0.012,0.007,-0.040,0.005,-0.011,-0.001
-962.000,0.000,458.000,44.222,0.499,5.446,0.267,0.268,0.233,-0.002,-0.005,-0.004,-0.012,0.010,-0.041,0.003,-0.010,-0.002
-962.000,0.000,488.000,43.379,0.567,4.692,0.288,0.269,0.230,0.002,-0.004,-0.011,-0.011,0.004,-0.037,0.004,-0.010,-0.003
-962.000,0.000,518.000,42.829,0.656,3.973,0.285,0.260,0.250,-0.003,-0.004,-0.006,-0.012,0.005,-0.035,0.004,-0.008,-0.002
-962.000,0.000,558.000,42.322,0.475,3.269,0.265,0.260,0.233,-0.002,-0.003,-0.010,-0.012,0.006,-0.039,0.002,-0.009,-0.002
-962.000,0.000,598.000,42.056,0.422,2.668,0.257,0.256,0.237,-0.001,-0.005,-0.010,-0.009,0.004,-0.033,0.004,-0.009,-0.002
-962.000,0.000,638.000,41.876,0.324,2.177,0.265,0.257,0.243,-0.002,-0.004,-0.007,-0.010,0.008,-0.032,0.003,-0.008,-0.002
-962.000,0.000,688.000,41.706,0.405,1.905,0.278,0.254,0.244,0.000,-0.003,-0.011,-0.009,0.007,-0.029,0.003,-0.008,-0.002
-962.000,0.000,738.000,41.584,0.458,1.600,0.286,0.256,0.237,0.001,-0.003,-0.013,-0.010,0.008,-0.036,0.003,-0.009,-0.002
-862.000,0.000,363.000,46.589,0.742,0.785,0.311,0.326,0.272,-0.002,-0.008,-0.007,-0.013,0.005,-0.037,0.005,-0.009,-0.002
-862.000,0.000,368.000,46.538,0.733,0.916,0.304,0.303,0.255,-0.001,-0.006,-0.008,-0.014,0.006,-0.030,0.005,-0.006,-0.002
-862.000,0.000,378.000,46.228,0.688,1.022,0.317,0.292,0.257,-0.005,0.000,-0.022,-0.014,0.010,-0.035,0.005,-0.006,-0.003
-862.000,0.000,388.000,46.033,0.748,1.293,0.313,0.274,0.271,-0.003,-0.001,-0.028,-0.012,0.017,-0.029,0.007,-0.006,-0.003
-862.000,0.000,398.000,45.810,0.746,1.524,0.318,0.281,0.279,0.000,-0.001,-0.033,-0.015,0.017,-0.036,0.006,-0.008,-0.001
-862.000,0.000,408.000,45.554,0.658,1.768,0.338,0.277,0.292,0.000,-0.001,-0.036,-0.013,0.019,-0.032,0.009,-0.008,-0.004
-862.000,0.000,428.000,45.056,0.493,2.173,0.341,0.276,0.295,0.000,0.000,-0.025,-0.010,0.015,-0.037,0.007,-0.009,-0.001
-862.000,0.000,458.000,44.369,0.536,2.300,0.308,0.266,0.289,0.000,0.001,-0.016,-0.012,0.015,-0.032,0.007,-0.009,-0.003
-862.000,0.000,488.000,43.789,0.577,2.276,0.317,0.264,0.284,-0.001,0.001,-0.019,-0.011,0.015,-0.031,0.007,-0.008,-0.002
-862.000,0.000,518.000,43.275,0.739,2.182,0.334,0.255,0.281,0.004,0.001,-0.034,-0.012,0.016,-0.035,0.008,-0.008,-0.002
-862.000,0.000,558.000,42.789,0.511,2.062,0.320,0.258,0.280,0.001,0.004,-0.019,-0.010,0.012,-0.026,0.005,-0.008,-0.001
-862.000,0.000,598.000,42.344,0.433,1.849,0.302,0.251,0.275,-0.002,0.001,-0.018,-0.009,0.014,-0.026,0.006,-0.008,0.000
-862.000,0.000,638.000,42.148,0.318,1.546,0.299,0.254,0.264,0.000,0.001,-0.025,-0.009,0.014,-0.026,0.006,-0.008,-0.002
-862.000,0.000,688.000,41.913,0.382,1.369,0.305,0.251,0.253,0.000,-0.001,-0.032,-0.008,0.013,-0.028,0.007,-0.007,-0.002
-862.000,0.000,738.000,41.720,0.444,1.202,0.318,0.253,0.243,0.001,0.000,-0.027,-0.008,0.014,-0.027,0.006,-0.007,-0.002
-562.000,0.000,363.000,43.237,0.687,-0.156,0.347,0.335,0.272,-0.006,0.000,-0.025,-0.013,0.011,-0.019,0.006,-0.004,-0.001
-562.000,0.000,368.000,43.262,0.694,-0.177,0.342,0.292,0.271,-0.002,0.000,-0.023,-0.009,0.012,-0.020,0.007,-0.004,-0.001
-562.000,0.000,378.000,43.248,0.647,-0.214,0.340,0.276,0.266,0.001,0.001,-0.021,-0.013,0.015,-0.024,0.008,-0.007,-0.004
-562.000,0.000,388.000,43.225,0.655,-0.202,0.339,0.267,0.262,0.001,0.001,-0.028,-0.010,0.010,-0.020,0.007,-0.008,-0.002
-562.000,0.000,398.000,43.183,0.720,-0.182,0.338,0.259,0.266,-0.004,0.000,-0.026,-0.010,0.014,-0.021,0.008,-0.005,-0.003
-562.000,0.000,408.000,43.145,0.673,-0.138,0.331,0.259,0.258,0.000,0.002,-0.021,-0.011,0.011,-0.025,0.006,-0.006,-0.001
-562.000,0.000,428.000,43.083,0.522,0.038,0.332,0.263,0.262,0.002,0.001,-0.020,-0.009,0.012,-0.028,0.006,-0.008,-0.001
-562.000,0.000,458.000,43.030,0.572,0.099,0.329,0.262,0.266,0.001,0.001,-0.015,-0.011,0.013,-0.027,0.007,-0.008,-0.002
-562.000,0.000,488.000,42.904,0.546,0.088,0.328,0.259,0.266,0.001,-0.001,-0.019,-0.010,0.014,-0.023,0.008,-0.006,-0.003
-562.000,0.000,518.000,42.776,0.709,0.064,0.322,0.255,0.260,0.005,0.001,-0.017,-0.011,0.010,-0.022,0.005,-0.008,-0.001
-562.000,0.000,558.000,42.685,0.503,0.191,0.320,0.257,0.260,0.001,0.001,-0.017,-0.009,0.013,-0.025,0.006,-0.007,-0.002
-562.000,0.000,598.000,42.434,0.396,0.267,0.307,0.261,0.257,0.000,0.001,-0.020,-0.010,0.011,-0.022,0.006,-0.007,-0.003
-562.000,0.000,638.000,42.358,0.282,0.166,0.307,0.258,0.261,-0.003,0.000,-0.017,-0.009,0.012,-0.022,0.005,-0.007,-0.003
-562.000,0.000,688.000,42.197,0.372,0.204,0.302,0.257,0.253,-0.002,0.002,-0.019,-0.010,0.011,-0.025,0.006,-0.008,-0.001
-562.000,0.000,738.000,42.042,0.432,0.246,0.306,0.258,0.255,-0.002,0.000,-0.023,-0.010,0.011,-0.027,0.006,-0.010,-0.002
-362.000,0.000,363.000,44.493,0.679,-0.489,0.341,0.431,0.284,-0.003,0.000,-0.020,-0.021,0.012,-0.024,0.007,-0.007,-0.003
-362.000,0.000,368.000,44.491,0.706,-0.565,0.328,0.378,0.274,-0.004,-0.001,-0.016,-0.018,0.013,-0.021,0.005,-0.005,-0.002
-362.000,0.000,378.000,44.443,0.672,-0.671,0.325,0.286,0.264,-0.008,0.000,-0.018,-0.011,0.015,-0.025,0.006,-0.005,-0.002
-362.000,0.000,388.000,44.379,0.684,-0.727,0.324,0.269,0.260,0.000,0.000,-0.018,-0.011,0.013,-0.025,0.007,-0.007,-0.003
-362.000,0.000,398.000,44.297,0.738,-0.786,0.318,0.262,0.252,-0.005,0.000,-0.022,-0.011,0.014,-0.021,0.006,-0.004,-0.003
-362.000,0.000,408.000,44.215,0.685,-0.799,0.314,0.267,0.252,-0.006,0.000,-0.018,-0.010,0.011,-0.025,0.004,-0.006,-0.001
